id,ENAME,Last Name,Address,salary,Gross salary,Net Salary,
44,Abeu,McCuffie,Épinal,10000,10000,10000,
156,Melisenda,Bending,Daping,10000,10000,10000,
633,Alfy,Cockren,Opatowiec,10000,10000,10000,
331,Baird,Shadbolt,Jeremoabo,10000,10000,10000,
817,Jonathan,Fowgies,Rognedino,10000,10000,10000,
205,Wanda,Redmire,Lanyi,10000,10000,10000,
347,Corene,Rollinson,Cerinza,10000,10000,10000,
479,Kippy,Lundy,Oklahoma City,10000,10000,10000,
165,Bettine,Browett,Filipstad,10000,10000,10000,
737,Laurent,Larose,Villa Santa Rita,10000,10000,10000,
450,Kat,Care,Baranti,10000,10000,10000,
50,Rickie,Tweed,Badung,10000,10000,10000,
489,Sandye,Schukraft,Rongai,10000,10000,10000,
304,Suzette,Crowter,Ollantaytambo,10000,10000,10000,
973,Sayer,Robertshaw,Nadrupe,10000,10000,10000,
267,Melvyn,Forryan,Kuala Lumpur,10000,10000,10000,
859,Alberik,de Clerc,Plácido de Castro,10000,10000,10000,
743,Belicia,Escale,Orsk,10000,10000,10000,
894,Benton,Matthew,Świlcza,10000,10000,10000,
527,Leanna,Tomei,Kumanovo,10000,10000,10000,
437,Gilbertina,Benditt,Xidoupu,10000,10000,10000,
601,Hildegaard,Phetteplace,Changning,10000,10000,10000,
772,Shandy,Koppeck,Kharabali,10000,10000,10000,
377,Arman,Gooders,Köln,10000,10000,10000,
513,Chris,Huggin,Horodnya,10000,10000,10000,
185,Daven,Denkin,Jalālābād,10000,10000,10000,
43,Vance,Gaydon,Longchi,10000,10000,10000,
750,Lorraine,Bartoletti,Zhaizigou,10000,10000,10000,
916,Aggie,Mounter,Changtang,10000,10000,10000,
604,Florette,Begg,Licheng,10000,10000,10000,
291,Druci,Bess,Jialu,10000,10000,10000,
61,Dana,Rawlins,Sena,10000,10000,10000,
160,Dolf,Gounard,San Antonio,10000,10000,10000,
984,Quincey,Meineken,Hägersten,10000,10000,10000,
480,Frannie,Menat,Saarbrücken,10000,10000,10000,
177,Grier,Reynoollds,Nikolo-Pavlovskoye,10000,10000,10000,
893,Melisenda,Valti,Aradac,10000,10000,10000,
571,Linzy,Skoof,Makurdi,10000,10000,10000,
843,Maddalena,Surfleet,Jilili,10000,10000,10000,
881,Tyne,Ciraldo,Diriomo,10000,10000,10000,
147,Falkner,Lockwood,Thị Trấn Quế,10000,10000,10000,
25,Brady,Vasyukhnov,Kui Buri,10000,10000,10000,
400,Bertie,Colombier,Monsanto,10000,10000,10000,
815,Jacquie,Wellstood,Malo,10000,10000,10000,
488,Dee,Bryers,Sol’tsy,10000,10000,10000,
633,Ham,MacIntyre,Tylicz,10000,10000,10000,
752,Jeannine,Anespie,Kosiv,10000,10000,10000,
542,Herb,Gilchrest,Kampong Thom,10000,10000,10000,
632,Abigael,Werrilow,Celendín,10000,10000,10000,
1000,Hallie,Craddock,Tugdan,10000,10000,10000,
767,Mendy,Foottit,Kovrov,10000,10000,10000,
306,Dorian,Bleeze,Rates,10000,10000,10000,
160,Orv,Edmondson,Constantia,10000,10000,10000,
648,Nickola,Attack,Acevedo,10000,10000,10000,
45,Jelene,Commuzzo,Tieremu,10000,10000,10000,
326,Virgilio,Brandi,Sé,10000,10000,10000,
373,Jacintha,Asp,España,10000,10000,10000,
630,Jolynn,Stoakes,Karantaba,10000,10000,10000,
263,Enrique,Fuentes,Zhougao,10000,10000,10000,
890,Amelie,Pratte,Västervik,10000,10000,10000,
510,Barty,Dannatt,Dajin,10000,10000,10000,
491,Sascha,Marlow,Tours,10000,10000,10000,
405,Gena,Antonijevic,Wenchang,10000,10000,10000,
441,Ardyce,Waywell,Corbeil-Essonnes,10000,10000,10000,
627,Shelbi,Hanratty,Ciudad Bolívar,10000,10000,10000,
586,Ulrica,Innwood,Jeffrey’s Bay,10000,10000,10000,
135,Chloe,Martensen,Pindi Gheb,10000,10000,10000,
705,Humfrid,Escreet,Cimongkor,10000,10000,10000,
69,Meryl,Mackrill,Shibli,10000,10000,10000,
502,Aeriel,Gauford,Montenegro,10000,10000,10000,
608,Elena,Boame,Mapulo,10000,10000,10000,
442,Lena,Churn,Chubek,10000,10000,10000,
618,Harald,Suter,Tabor,10000,10000,10000,
64,Nanice,Cattell,Tomé Açu,10000,10000,10000,
709,Justen,Robardley,Byerazino,10000,10000,10000,
820,Caryl,Ivanovic,Al Qurayn,10000,10000,10000,
862,Devy,Roddan,Yongjiu,10000,10000,10000,
36,Noami,Dillintone,Sosnovyy Bor,10000,10000,10000,
224,Leonidas,Marcq,Kubangwaru,10000,10000,10000,
155,Roderigo,Eacott,Mirkovci,10000,10000,10000,
48,Albrecht,Goodwyn,Kuangshan,10000,10000,10000,
180,Cindi,Gronowe,Lakkha Nëvre,10000,10000,10000,
988,Dacie,Shute,Gonghe,10000,10000,10000,
672,Moyra,Jodrellec,Kamal,10000,10000,10000,
667,Rochell,Lundon,Sąspów,10000,10000,10000,
695,Lorry,Hembry,Lüfeng,10000,10000,10000,
488,Dulciana,Deacon,Biru,10000,10000,10000,
103,Idalina,Lowensohn,Puget-sur-Argens,10000,10000,10000,
262,Simone,Connah,Xuefu,10000,10000,10000,
767,Neilla,Coulling,Bairro dos Marinheiros,10000,10000,10000,
583,Rosie,D'Orsay,Labangka Satu,10000,10000,10000,
520,Earle,Eallis,Qalqīlyah,10000,10000,10000,
565,Vittoria,Loton,Sanlanbahai,10000,10000,10000,
833,Davie,Leythley,Balbalan,10000,10000,10000,
502,Gris,Popelay,Peredovaya,10000,10000,10000,
198,Daffi,Whymark,Kizlyar,10000,10000,10000,
822,Katlin,Broomhall,Xinzha,10000,10000,10000,
332,Cassey,Issatt,Flórina,10000,10000,10000,
173,Janetta,Carn,Madolenihm Municipality Government,10000,10000,10000,
894,Gabrielle,Knill,Abovyan,10000,10000,10000,
241,Liesa,Blagburn,Chilliwack,10000,10000,10000,
792,Corbet,Reignard,Teeli,10000,10000,10000,
773,Dionisio,Stawell,Båstad,10000,10000,10000,
759,Dorie,Kellart,Okaya,10000,10000,10000,
868,Evelin,Glencorse,San Mariano,10000,10000,10000,
1,Pascale,Coenraets,Åstorp,10000,10000,10000,
631,Maud,Brunn,Pagak Kulon,10000,10000,10000,
904,Myrilla,Lewton,Mikhaylov,10000,10000,10000,
671,Nanci,Chiles,Habingkloang,10000,10000,10000,
215,Micky,Giacopello,Zinder,10000,10000,10000,
401,Starlin,Paskerful,Lau,10000,10000,10000,
373,Gav,Goldsworthy,Lambayong,10000,10000,10000,
85,Jewelle,Bernetti,Semënovskoye,10000,10000,10000,
459,Eben,Feasby,Guohua,10000,10000,10000,
628,Sonni,Kinchington,Oskarshamn,10000,10000,10000,
524,Analiese,Macveigh,Agdzhabedy,10000,10000,10000,
522,Ardelle,Dilon,Gurupi,10000,10000,10000,
253,Berta,Dusting,Bačka Topola,10000,10000,10000,
38,Gleda,Blakely,Novi Bilokorovychi,10000,10000,10000,
854,Candie,Simms,Bokoro,10000,10000,10000,
159,Keefer,Elwood,Gachancipá,10000,10000,10000,
455,Hew,Haensel,Padangcermin,10000,10000,10000,
20,Darleen,Clell,Bộc Bố,10000,10000,10000,
719,Fielding,Jones,Luodong,10000,10000,10000,
744,Wilbur,Brindle,Budakovo,10000,10000,10000,
157,Shanna,Tackes,Cilaja,10000,10000,10000,
206,Fernande,Brimner,Bęczarka,10000,10000,10000,
128,Verla,Metrick,Dasongshu,10000,10000,10000,
430,Liz,Fairrie,Manglid,10000,10000,10000,
991,Trixie,McIlwraith,Chirongui,10000,10000,10000,
705,Elvina,Escolme,Thị Trấn Sìn Hồ,10000,10000,10000,
513,Raina,Gerrard,Colonia Wanda,10000,10000,10000,
579,Elberta,Barthrop,Karátoulas,10000,10000,10000,
232,Cherilynn,Greaser,Tanda,10000,10000,10000,
77,Cherin,Ohrt,Batukuta,10000,10000,10000,
704,Morley,Smellie,Mloko,10000,10000,10000,
655,Felicia,Martschik,Taiba,10000,10000,10000,
689,Maren,Richarz,Kaliwates,10000,10000,10000,
996,Helen-elizabeth,Stocker,Quetta,10000,10000,10000,
102,Nikolia,Reddle,Palmerston North,10000,10000,10000,
510,Domingo,Bather,Quỳ Châu,10000,10000,10000,
405,Augustus,Dowdam,Mariestad,10000,10000,10000,
564,Kristin,Roadknight,Strömsund,10000,10000,10000,
120,Kylila,Jiran,Barranco de Loba,10000,10000,10000,
532,Stefa,Kobes,Takehara,10000,10000,10000,
294,Tedra,Dwane,Bourges,10000,10000,10000,
889,Zared,Fergyson,Żarnów,10000,10000,10000,
329,Kathye,Popland,Karangcombong,10000,10000,10000,
565,Jasmine,De Hoogh,Vilya,10000,10000,10000,
976,Orelee,Picton,Ehu,10000,10000,10000,
26,Goran,Burnham,Baisha,10000,10000,10000,
267,Marrissa,Stair,Mugumu,10000,10000,10000,
495,Keene,Louden,Sumaré,10000,10000,10000,
803,Sutton,Mattsson,São Miguel do Rio Torto,10000,10000,10000,
539,Van,Bulcock,High Point,10000,10000,10000,
881,Ulrika,Korpolak,Ginatilan,10000,10000,10000,
725,Alvira,Suttill,Kangping,10000,10000,10000,
607,Emmalynne,Ixor,New York City,10000,10000,10000,
912,Lavinie,Tacker,Huanan,10000,10000,10000,
931,Fawne,Prester,Herong,10000,10000,10000,
691,Edward,Elsey,Mitrovicë,10000,10000,10000,
689,Burr,Askin,Oslo,10000,10000,10000,
933,Heall,Smeeton,Ban Lam Luk Ka,10000,10000,10000,
407,Jean,Keyden,Nemuro,10000,10000,10000,
531,Brice,Jiggen,Bassar,10000,10000,10000,
60,Jacinthe,Fawdrie,Piątnica,10000,10000,10000,
249,Louie,Glasard,Odolanów,10000,10000,10000,
213,Shanna,Clementet,Kamuli,10000,10000,10000,
477,Kristina,McNay,Matadi,10000,10000,10000,
651,Eldin,Kilfeather,Nkhotakota,10000,10000,10000,
449,Enrica,Cloney,Labuan,10000,10000,10000,
872,Dominique,Curtiss,San Pedro Zacapa,10000,10000,10000,
336,Shepherd,Layfield,Río Segundo,10000,10000,10000,
881,Gwennie,Batte,Hisya,10000,10000,10000,
32,Linnell,Winger,Halimpu,10000,10000,10000,
524,Rourke,Kevane,Bongor,10000,10000,10000,
45,Zola,Dash,Ndewel,10000,10000,10000,
40,Marsiella,Hembling,Huolianpo,10000,10000,10000,
634,Raeann,Yearnes,Vovchans’k,10000,10000,10000,
612,Lisetta,Lavrick,Dasuhe,10000,10000,10000,
75,Vikki,Ingleby,Ancasti,10000,10000,10000,
48,Anatola,McAuslene,Ježdovec,10000,10000,10000,
940,Giorgi,MacConneely,Donja Dubica,10000,10000,10000,
452,Margarette,Elwood,Żyrardów,10000,10000,10000,
522,Charlie,Reinbech,Ciparakan,10000,10000,10000,
1000,Susanetta,Strother,Tanakawu Dua,10000,10000,10000,
746,Lydie,Reskelly,Angers,10000,10000,10000,
890,Rozanne,Slyvester,Hörby,10000,10000,10000,
65,Rancell,Robez,Haarlem,10000,10000,10000,
314,Dayna,Di Ruggiero,Rybache,10000,10000,10000,
988,Adah,Canavan,Ilebo,10000,10000,10000,
12,Zenia,Edgeler,Jaen,10000,10000,10000,
858,Kevyn,Brasted,Wuqiao,10000,10000,10000,
3,Monique,Loveridge,Tlogosadang,10000,10000,10000,
727,Doy,Honniebal,Pulo,10000,10000,10000,
726,Daisie,Newcom,Saint-Augustin-de-Desmaures,10000,10000,10000,
269,Bunni,Pruce,Villa Las Rosas,10000,10000,10000,
550,Domenico,Oakeby,San Marcos,10000,10000,10000,
296,Colene,Fedoronko,Shuyuan,10000,10000,10000,
199,Ogden,Perrone,Tišina,10000,10000,10000,
336,Marquita,Gerler,Gangtun,10000,10000,10000,
29,Barbi,Jewks,Bangkok,10000,10000,10000,
637,Niccolo,Love,Galesong,10000,10000,10000,
235,Tybie,Salvin,Vyškov,10000,10000,10000,
952,Lolly,Vereker,Ipoh,10000,10000,10000,
487,Claude,Ribeiro,Ribas,10000,10000,10000,
89,Jaime,Singh,Ipoh,10000,10000,10000,
811,Chalmers,Offiler,Kopong,10000,10000,10000,
459,Jared,Beig,Doña Remedios Trinidad,10000,10000,10000,
298,Wynnie,Colquite,Cândido Mota,10000,10000,10000,
14,Godard,Episcopi,Goshogawara,10000,10000,10000,
478,Basile,Lecointe,Sumurnanjung,10000,10000,10000,
193,Feliza,Windridge,Tabuadelo,10000,10000,10000,
266,Fionna,Filpo,Kozel’shchyna,10000,10000,10000,
151,Nikaniki,Girling,Lynn,10000,10000,10000,
797,Michaelina,Tommis,Jixin,10000,10000,10000,
820,Nicola,Jaggi,Tuopu Luke,10000,10000,10000,
685,Khalil,Powling,Kirovohrad,10000,10000,10000,
307,Denny,Lynds,Quba,10000,10000,10000,
785,Niven,Gravenell,Brijest,10000,10000,10000,
53,Cale,Grigorio,Gonça,10000,10000,10000,
615,Yardley,Pinor,Diaopu,10000,10000,10000,
407,Collen,Bonniface,Ganyesa,10000,10000,10000,
963,Alfi,Francklin,Dulangan,10000,10000,10000,
291,Marilin,Lanphere,Comillas Norte,10000,10000,10000,
568,Jay,Stickney,Leticia,10000,10000,10000,
389,Jerrome,Wasiel,Khodzhi-Gasan,10000,10000,10000,
143,Dulcinea,Chidley,Yajiang,10000,10000,10000,
336,Kin,Blei,Črenšovci,10000,10000,10000,
72,Fernando,Brandts,Kelīshād va Sūdarjān,10000,10000,10000,
316,Randolf,Suddards,Magallon Cadre,10000,10000,10000,
900,Pietrek,Easlea,Rimpakgede,10000,10000,10000,
489,Yancey,Bindley,Pedreira,10000,10000,10000,
304,Mylo,O'Sculley,Smokvica,10000,10000,10000,
296,Lilla,Finding,Shijiang,10000,10000,10000,
45,Sibel,Babber,Ipoh,10000,10000,10000,
373,Leif,Spikings,Dongfanghong,10000,10000,10000,
148,Merline,Fraulo,Zhuyu,10000,10000,10000,
688,Bogey,McCoole,Zhongshanlu,10000,10000,10000,
392,Dorette,Steffan,Kilmacanoge,10000,10000,10000,
218,Bancroft,Ilyukhov,Yantang,10000,10000,10000,
798,Yank,Habbeshaw,Malgobek,10000,10000,10000,
997,Drucill,Ashtonhurst,Puncakmanis,10000,10000,10000,
32,Channa,Pedroni,Dijon,10000,10000,10000,
857,Minor,Featherstonhaugh,Serawai,10000,10000,10000,
686,Tricia,Presho,Chor,10000,10000,10000,
389,Dolores,Sleite,Hrazdan,10000,10000,10000,
19,Audrye,Timeby,Hongshan,10000,10000,10000,
733,Millard,Kesper,Wuma,10000,10000,10000,
883,Jenifer,Leaney,Xibu,10000,10000,10000,
540,Darelle,Feehely,San Isidro,10000,10000,10000,
690,Colline,Rennox,Uglyanets,10000,10000,10000,
599,Willetta,Condell,Norrköping,10000,10000,10000,
259,Merry,Batterham,Borik,10000,10000,10000,
951,Jude,Brolechan,Cognac,10000,10000,10000,
84,Hi,Fatharly,Osiedle-Nowiny,10000,10000,10000,
377,Rufe,Brommage,Donim,10000,10000,10000,
688,Kristien,Jacqueminot,Měnín,10000,10000,10000,
115,Dag,O'Clery,Plottier,10000,10000,10000,
163,Heddie,Rapson,Feilaixia,10000,10000,10000,
203,Sula,Davsley,Mont-Royal,10000,10000,10000,
595,Booth,Hallahan,Bulgan,10000,10000,10000,
24,Alaster,Beeble,Ladushkin,10000,10000,10000,
723,Andria,Filipovic,Famatina,10000,10000,10000,
429,Aundrea,Eck,Maych’ew,10000,10000,10000,
499,Ethyl,Fellow,Lins,10000,10000,10000,
296,Pavel,Bert,Arganil,10000,10000,10000,
105,Athena,Caw,Lintingkou,10000,10000,10000,
203,Nike,Wilmot,Tangkanpulit,10000,10000,10000,
792,Gael,Beagan,Nidek,10000,10000,10000,
299,Renato,Buscombe,Abakaliki,10000,10000,10000,
52,Ginny,Stenning,Puolanka,10000,10000,10000,
548,Hamel,Jiranek,Bayawan,10000,10000,10000,
293,Alie,Truelock,Plewiska,10000,10000,10000,
707,Dominique,Cleghorn,Ueda,10000,10000,10000,
744,Sharyl,Grass,Gemblengmulyo,10000,10000,10000,
140,Elna,Seywood,Rosaspata,10000,10000,10000,
976,Caralie,Brackstone,Yukou,10000,10000,10000,
658,Carilyn,Wallington,Čakovec,10000,10000,10000,
166,Theadora,Wordesworth,São Francisco do Conde,10000,10000,10000,
877,Sarette,Christol,Bergvliet,10000,10000,10000,
975,Irvine,Sloegrave,Zambujal,10000,10000,10000,
669,Ebenezer,Jeffers,Bourg-en-Bresse,10000,10000,10000,
145,Becca,Luc,Alebtong,10000,10000,10000,
324,Osmond,Clace,São Gotardo,10000,10000,10000,
321,Delmer,Annand,Slobodka,10000,10000,10000,
345,Shellysheldon,Bernardos,Sanqu,10000,10000,10000,
858,Noni,Stradling,Taishanmiao,10000,10000,10000,
942,Nick,Iacovacci,Hyrynsalmi,10000,10000,10000,
525,Linet,Courtier,Dubovka,10000,10000,10000,
406,Nannette,Derr,Athi River,10000,10000,10000,
459,Darnall,Eburne,Dagkar,10000,10000,10000,
730,Paola,Radloff,Momignies,10000,10000,10000,
627,Hanna,Noweak,Bilovods'k,10000,10000,10000,
403,Annadiane,Tirone,Sagay,10000,10000,10000,
621,Betta,Keneford,Farrokh Shahr,10000,10000,10000,
649,Ernesto,Keep,Dashiqiao,10000,10000,10000,
288,Hesther,Wickens,Hinigaran,10000,10000,10000,
399,Laurice,Wolstenholme,Gumalang,10000,10000,10000,
758,Liliane,Ringwood,Jasieniec,10000,10000,10000,
369,Kimmi,Bartczak,Ugba,10000,10000,10000,
133,Torrence,Hazelden,Seia,10000,10000,10000,
154,Ingamar,Lightwing,Qianqiao,10000,10000,10000,
194,Kelley,Iczokvitz,Daping,10000,10000,10000,
381,Kingston,Brithman,Balakhninskiy,10000,10000,10000,
623,Tandy,Kingcote,Huangsha,10000,10000,10000,
895,Adelheid,Klesl,Pārūn,10000,10000,10000,
